split	id	before	after	chars_found
devtest	550	Leqdic n tagriwa si zik ilaq ad tetḥeqq d akken tamurt-ik tezmer ad tawi imdanen-is d sselεa-nsen, ma yella deg yiwen n wakud, ad ger iman-is deg ukettaṛ n ucengu-ines ad yawi imdanen-is d sselεa-ines.	Leqdic n tagriwa si zik ilaq ad tetḥeqq d akken tamurt-ik tezmer ad tawi imdanen-is d sselɛa-nsen, ma yella deg yiwen n wakud, ad ger iman-is deg ukettaṛ n ucengu-ines ad yawi imdanen-is d sselɛa-ines.	ε
devtest	551	Yiwen seg yimedyaten imiranen akk i d-ibanen icudden ɣer waya d tawayt n Atlantik n Ugafa n Trad Amaḍlan II. Imarikaniyen εerḍen ad zegren irgazen d warrumen Ilel n Atlantik i wakken ad εiwnen Briṭanya.	Yiwen seg yimedyaten imiranen akk i d-ibanen icudden ɣer waya d tawayt n Atlantik n Ugafa n Trad Amaḍlan II. Imarikaniyen ɛerḍen ad zegren irgazen d warrumen Ilel n Atlantik i wakken ad ɛiwnen Briṭanya.	ε
devtest	714	Γas akken Guma tesεa akka taɣellist s wudem attwadag, yal tirzi beṛṛa n Guma ilaq ad yili unadi i wakken ad nefhem addad n umennuɣ i d-mazal di tɣiwant n Kifu n Ugafa.	Ɣas akken Guma tesɛa akka taɣellist s wudem attwadag, yal tirzi beṛṛa n Guma ilaq ad yili unadi i wakken ad nefhem addad n umennuɣ i d-mazal di tɣiwant n Kifu n Ugafa.	Γ,ε
devtest	775	Qrib ad ilint akk d tiftisin n wemlal yesεan taɣellist i uεumu, yerna akk sεant tili i d-fkan isekla n buhutukawa.	Qrib ad ilint akk d tiftisin n wemlal yesɛan taɣellist i uɛumu, yerna akk sɛant tili i d-fkan isekla n buhutukawa.	ε
devtest	777	Tigi d tiftisin yettačaṛen tikkwal d tiwaculin s waṭas n leṣnaf n tḥuna ikhedmen azlem ɣef yiri n yilel. Tella tɣellist i uεummu.	Tigi d tiftisin yettačaṛen tikkwal d tiwaculin s waṭas n leṣnaf n tḥuna ikhedmen azlem ɣef yiri n yilel. Tella tɣellist i uɛummu.	ε
devtest	894	Iminigen yufan tefses deg usezg ɣer udles amaynut tikkwal seεεun akud iwaεren i wakken ad sezgen ɣer udles-nsen aneṣli.	Iminigen yufan tefses deg usezg ɣer udles amaynut tikkwal seɛɛun akud iwaɛren i wakken ad sezgen ɣer udles-nsen aneṣli.	ε
devtest	902	Isuyas banent-d ɣef tzumag yerna tizumag tanḍiyin yemgaraden ceεlent-d.	Isuyas banent-d ɣef tzumag yerna tizumag tanḍiyin yemgaraden ceɛlent-d.	ε
devtest	908	Aḥric n ugafa n Uzrar Sentinel yesεa idurar εlayen akk n Antarktika, Agraw n Yidurar Finsun, taqacuct-is d 4892 m Taqacuct Finsun.	Aḥric n ugafa n Uzrar Sentinel yesɛa idurar ɛlayen akk n Antarktika, Agraw n Yidurar Finsun, taqacuct-is d 4892 m Taqacuct Finsun.	ε
devtest	909	Deg idgan ibeεden, mebla tduli n yifafusen, yezmer ad yili tiliɣṛi n ugensa d tafrant-ik taselyant.	Deg idgan ibeɛden, mebla tduli n yifafusen, yezmer ad yili tiliɣṛi n ugensa d tafrant-ik taselyant.	ε
devtest	911	Ameẓlu zgan ssexdamen-t iɣeṛṛuba, ladɣa iɣeṛṛuba n unecṛaḥ, akked iɣeṛṛuba yesεan isriyen n yisefka d taɣuct ɣer lebεid.	Ameẓlu zgan ssexdamen-t iɣeṛṛuba, ladɣa iɣeṛṛuba n unecṛaḥ, akked iɣeṛṛuba yesɛan isriyen n yisefka d taɣuct ɣer lebɛid.	ε
devtest	915	Deg waṭas n tejṛutin, ajerred deg temsirin n yiwen n useggas beṛṛa n tmurt yezmer ad yesselhu tignatin n unekcum ɣer usinen εlayen s tuɣalin ɣer tmurt.	Deg waṭas n tejṛutin, ajerred deg temsirin n yiwen n useggas beṛṛa n tmurt yezmer ad yesselhu tignatin n unekcum ɣer usinen ɛlayen s tuɣalin ɣer tmurt.	ε
devtest	917	Finland d adeg igerrzen i yinig s uɣeṛṛabu. "Akal n wagim n yigelmimen" yesεa igiman n tegzirin daɣen, deg yigelmimen akked deg yirexbilen s yiri n yilel.	Finland d adeg igerrzen i yinig s uɣeṛṛabu. "Akal n wagim n yigelmimen" yesɛa igiman n tegzirin daɣen, deg yigelmimen akked deg yirexbilen s yiri n yilel.	ε
devtest	919	Γas akken irexbilen n wafay d yigelmimen imeqranen d wid imeqqren s tidet i yal yaxt, iɣeṛṛuba imecṭaḥ neɣ ula d akayak ttbuddun tarmit yemgaraden.	Ɣas akken irexbilen n wafay d yigelmimen imeqranen d wid imeqqren s tidet i yal yaxt, iɣeṛṛuba imecṭaḥ neɣ ula d akayak ttbuddun tarmit yemgaraden.	Γ
devtest	926	Inig s tnafagt yezmer ad yili d tirmit yessagaden i yimdanen n yal leεmeṛ d tudert, ladɣa ma yella werǧin unagen di tnafagt neɣ ma yella teḍra-d yid-sen twaɣit di tnafagt.	Inig s tnafagt yezmer ad yili d tirmit yessagaden i yimdanen n yal leɛmeṛ d tudert, ladɣa ma yella werǧin unagen di tnafagt neɣ ma yella teḍra-d yid-sen twaɣit di tnafagt.	ε
devtest	927	Ur yelli d aneḍru s wayes ad tessetḥiḍ: ur yemgarad ara ɣef tugdiwin tudmawanin d karuh n tɣawsiwin niḍen i sεan ahat aṭas n yimdanen.	Ur yelli d aneḍru s wayes ad tessetḥiḍ: ur yemgarad ara ɣef tugdiwin tudmawanin d karuh n tɣawsiwin niḍen i sɛan ahat aṭas n yimdanen.	ε
devtest	928	I kra, ciṭ n tigzi ɣef wamek tleḥḥu tnafagt akked wayen d-iḍerrun deg wafug yezmer ad tεiwen aɣlab n tugdi yebnan ɣef wulac neɣ ɣef leḥkem i ulac.	I kra, ciṭ n tigzi ɣef wamek tleḥḥu tnafagt akked wayen d-iḍerrun deg wafug yezmer ad tɛiwen aɣlab n tugdi yebnan ɣef wulac neɣ ɣef leḥkem i ulac.	ε
devtest	929	Tikebbaniyin n tnazant ttwaxellaṣent akken iwata i wakken ad ceggεen tiɣawsiwin s urured. S wudem asnagaran, akud d axatar mliḥ akked warraten n uxeddim, alzazen neɣ iḥricen n ubeddel i useggem izwiran.	Tikebbaniyin n tnazant ttwaxellaṣent akken iwata i wakken ad ceggɛen tiɣawsiwin s urured. S wudem asnagaran, akud d axatar mliḥ akked warraten n uxeddim, alzazen neɣ iḥricen n ubeddel i useggem izwiran.	ε
devtest	930	Di kra n yinigen, tikebbaniyin timeqqranin sεant tinafagin-nsent, maca i yinigen niḍen d tkebbaniyin timecṭaḥ yella-d uɣbel.	Di kra n yinigen, tikebbaniyin timeqqranin sɛant tinafagin-nsent, maca i yinigen niḍen d tkebbaniyin timecṭaḥ yella-d uɣbel.	ε
devtest	931	Ma yella ceggεent tiɣawsiwin s wafug, di kra n yinigen ttawint ussan i wakken ad εeddint akk tarusi d tedwana.	Ma yella ceggɛent tiɣawsiwin s wafug, di kra n yinigen ttawint ussan i wakken ad ɛeddint akk tarusi d tedwana.	ε
devtest	932	Tamamekt yellan i wakken ad εeddint s wugar n urured ad tent-id-ceggεent d afecku ikelsen. Ilugan n tkebbaniyin n isufag ur sent-ttaǧǧant ara ad ceggεent ifecka mabla amessikel, dagi ad tkecmeḍ.	Tamamekt yellan i wakken ad ɛeddint s wugar n urured ad tent-id-ceggɛent d afecku ikelsen. Ilugan n tkebbaniyin n isufag ur sent-ttaǧǧant ara ad ceggɛent ifecka mabla amessikel, dagi ad tkecmeḍ.	ε
devtest	938	Muldufa d tagduda agtiriten yesεeddan amennuɣ n yiriten.	Muldufa d tagduda agtiriten yesɛeddan amennuɣ n yiriten.	ε
devtest	939	Di 1994, amennuɣ-agi tegla-d s asnulfu n Tegduda Transnistria iseɣṛan iman-is deg usamar n Muldufa, i yesεan anabaḍ-is d yedrimen-is maca ur tt-teḥsib ula d tamurt tamaṣlaḍt n UN.	Di 1994, amennuɣ-agi tegla-d s asnulfu n Tegduda Transnistria iseɣṛan iman-is deg usamar n Muldufa, i yesɛan anabaḍ-is d yedrimen-is maca ur tt-teḥsib ula d tamurt tamaṣlaḍt n UN.	ε
devtest	940	Assaɣen idamsanen sbedden-ten i tikkelt niḍen gar sin n yiḥricen-agi n Muldufa ɣas ur yenfiε ara ustag aserti.	Assaɣen idamsanen sbedden-ten i tikkelt niḍen gar sin n yiḥricen-agi n Muldufa ɣas ur yenfiɛ ara ustag aserti.	ε
devtest	944	Izeglalen yehrawen, izudaɣ s zǧaǧ d wammasen atraren n tiɣin sεan tisdariyin timensayin tizeggaɣin, ulzuz n tasut tis 18, d leǧwameε d tiglizin, ɣas akken tamdint tesεa anezwi ugar am Tuṛuft Tamagrakalt ɣef Ṭurk Tamensayt.	Izeglalen yehrawen, izudaɣ s zǧaǧ d wammasen atraren n tiɣin sɛan tisdariyin timensayin tizeggaɣin, ulzuz n tasut tis 18, d leǧwameɛ d tiglizin, ɣas akken tamdint tesɛa anezwi ugar am Tuṛuft Tamagrakalt ɣef Ṭurk Tamensayt.	ε
devtest	945	Tadart n Haldarsfik tesεa imeẓriyen n tegzirt Eysturuy iqerben yerna tesεa taglizt n ṭam n tɣemaṛ.	Tadart n Haldarsfik tesɛa imeẓriyen n tegzirt Eysturuy iqerben yerna tesɛa taglizt n ṭam n tɣemaṛ.	ε
devtest	951	Ttxilwat cfut d akken ad tettḥewwisem s umatu deg tmeqbeṛt, akked adeg yesεan azal ur nesεi tilas ɣer uḥric meqqren n ugdud n umaḍal.	Ttxilwat cfut d akken ad tettḥewwisem s umatu deg tmeqbeṛt, akked adeg yesɛan azal ur nesɛi tilas ɣer uḥric meqqren n ugdud n umaḍal.	ε
devtest	952	Mazal llan aṭas n yirgazen d tlawin yeddren iselken seg iɣimi-nsen dagi, d waṭas ugar i wumi nɣan iεzizen n wulawen-nsen neɣ isxedmen alama d lmut dinna, Udayen d war-Udayen yiwen-nsen.	Mazal llan aṭas n yirgazen d tlawin yeddren iselken seg iɣimi-nsen dagi, d waṭas ugar i wumi nɣan iɛzizen n wulawen-nsen neɣ isxedmen alama d lmut dinna, Udayen d war-Udayen yiwen-nsen.	ε
devtest	958	Aberreḥ imezgi deg Umiṭru yella-d s Katalan, maca tirwayin n lɣefla ttberriḥen-tent-id d unagraw awurman s tanḍa meqqren n tutlayin ladɣa Tasbanyulit, Taglizit, Tafransist, Taεrabt d Tjabunit.	Aberreḥ imezgi deg Umiṭru yella-d s Katalan, maca tirwayin n lɣefla ttberriḥen-tent-id d unagraw awurman s tanḍa meqqren n tutlayin ladɣa Tasbanyulit, Taglizit, Tafransist, Taɛrabt d Tjabunit.	ε
devtest	959	Ibarizyanen sεan tisellit d akken n yiman-nsen kan, ur ḥdiqen ara yerna ḥesben iman-nsen.	Ibarizyanen sɛan tisellit d akken n yiman-nsen kan, ur ḥdiqen ara yerna ḥesben iman-nsen.	ε
devtest	960	Γas akken ayagi yezga ur yelli siwa d tamuɣli iɣelḍen, maca tamamekt tamawayt i wakken ad tedduḍ di Baris tikli-inek ilaq ad tili aklen iwata, ad terreḍ iman-ik am win "yetturebban akken iwata" (yetturebban mliḥ). Ayagi ad k-yeǧǧ ad telḥuḍ s tefses mliḥ.	Ɣas akken ayagi yezga ur yelli siwa d tamuɣli iɣelḍen, maca tamamekt tamawayt i wakken ad tedduḍ di Baris tikli-inek ilaq ad tili aklen iwata, ad terreḍ iman-ik am win "yetturebban akken iwata" (yetturebban mliḥ). Ayagi ad k-yeǧǧ ad telḥuḍ s tefses mliḥ.	Γ
devtest	963	Yesεa ladɣa tanḍa meqqren n tmazdayin n yimɣan, ɣef inawen-is n inezwiyen imecṭaḥ, akal yemgaraden d yeswiren anḍiyen n leεla.	Yesɛa ladɣa tanḍa meqqren n tmazdayin n yimɣan, ɣef inawen-is n inezwiyen imecṭaḥ, akal yemgaraden d yeswiren anḍiyen n leɛla.	ε
devtest	967	Tuget n lemqamat sεan lbaliṭat i tlawin ur nhegga iman-nsent, maca ma yella tewwiḍ-d tin-im, ladɣa ma d m yiniten iceεcεen, ad am-d-izmumeg umeεkaf neɣ tameεkaft ɣer tewwurt n unekcum.	Tuget n lemqamat sɛan lbaliṭat i tlawin ur nhegga iman-nsent, maca ma yella tewwiḍ-d tin-im, ladɣa ma d m yiniten iceɛcɛen, ad am-d-izmumeg umeɛkaf neɣ tameɛkaft ɣer tewwurt n unekcum.	ε
devtest	969	Ay-agi daɣen tzemreḍ ad t-id-reḍleḍ seg uεemmur ɣer tewwurt n unekcum maca aceṭiḍ-nni ur yurad ara seld yal amdan id t-yelsan dimi akka yezmer ur ak-d-yettaεǧab ara lḥal ma yella telsiḍ tisafiwin-nni. Yiwen n lqiss iwulmen akk irgazen!	Ay-agi daɣen tzemreḍ ad t-id-reḍleḍ seg uɛemmur ɣer tewwurt n unekcum maca aceṭiḍ-nni ur yurad ara seld yal amdan id t-yelsan dimi akka yezmer ur ak-d-yettaɛǧab ara lḥal ma yella telsiḍ tisafiwin-nni. Yiwen n lqiss iwulmen akk irgazen!	ε
devtest	974	Mebla ccek daɣen d akken yessishel taɣuri, ɣas akken tira tewεeṛ akka ciṭ imi neḥwaǧ ad nẓer ma d amyag neɣ d arbib yettwasxedmen deg talɣa tanumast.	Mebla ccek daɣen d akken yessishel taɣuri, ɣas akken tira tewɛeṛ akka ciṭ imi neḥwaǧ ad nẓer ma d amyag neɣ d arbib yettwasxedmen deg talɣa tanumast.	ε
devtest	977	Daɣen, tḥeq d akken tesneṭqeḍ-d r d rr s wudem amgarad: karu anamek-is aεziz, ma d karru anamek-is aceryun.	Daɣen, tḥeq d akken tesneṭqeḍ-d r d rr s wudem amgarad: karu anamek-is aɛziz, ma d karru anamek-is aceryun.	ε
devtest	978	Tafarist tesεa tajeṛṛumt isehlen akka yerna d talugant akk.	Tafarist tesɛa tajeṛṛumt isehlen akka yerna d talugant akk.	ε
devtest	979	Ihi, taɣuri n tfelwit-agi n tjeṛṛumt ad k-tεiwen ad tlemdeḍ ugar ɣef tjeṛṛumt Tafarisit akked ad tfehmeḍ tifyirin akken iwata.	Ihi, taɣuri n tfelwit-agi n tjeṛṛumt ad k-tɛiwen ad tlemdeḍ ugar ɣef tjeṛṛumt Tafarisit akked ad tfehmeḍ tifyirin akken iwata.	ε
devtest	983	Imi asimes n tafat ur yelli d aɣbel am tura mi llan mechuren mliḥ, zgan-d s wudem imezgi di temdinin neɣ deg tesdawiyin, anda sehlen ad ten-wεun ɣef wid yettwabnan di tallit tatrart.	Imi asimes n tafat ur yelli d aɣbel am tura mi llan mechuren mliḥ, zgan-d s wudem imezgi di temdinin neɣ deg tesdawiyin, anda sehlen ad ten-wɛun ɣef wid yettwabnan di tallit tatrart.	ε
devtest	984	Tuget n yitiliskuben n unadi atrar d arrumen anect-ilaten deg yimekwan ibeεden s tegnatin n unezwi yelhan.	Tuget n yitiliskuben n unadi atrar d arrumen anect-ilaten deg yimekwan ibeɛden s tegnatin n unezwi yelhan.	ε
